[00:10:39.740] [info] Initializing TheNewGentleman 4.2.3!
[00:10:39.740] [info] Game version : 1-5-97-0
[00:13:00.704] [info] Loading ini files...
[00:13:00.704] [info] 	- Found [2] [CoveringRecord] entries in [Cold Foreigner_TNG.ini].
[00:13:00.714] [info] 		The armor [0xfe6cc812: Cold Foreigner Unarmored Outfit] was marked with [TNG_Revealing] keyword.
[00:13:00.714] [info] 		The armor [0xfe6cc814: Cold Foreigner Unarmored Trousers] was marked with [TNG_Covering] keyword.
[00:13:00.714] [info] 		The armor [0xfe6dc801] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dc83a] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dc83b] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dc83f] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dc842] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dc843] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6de86f] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6de870] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dedf5] would cover genitals!
[00:13:00.714] [info] 		The armor [0xfe6dedf6] would cover genitals!
[00:13:00.717] [info] 	Processed [20104] armor pieces:
[00:13:00.717] [info] 		[137]: were already marked with TNG keywords.
[00:13:00.717] [info] 		[28]: are covering due to ini-files, having slot 52, or previous user input.
[00:13:00.717] [info] 		[2]: are revealing, due to ini-files, having SOS_Revealing, or previous user input.
[00:13:00.717] [info] 		[4278]: were recognized to be covering.
[00:13:00.717] [info] 		The rest [15659] are not relevant and are ignored!
[00:13:00.717] [info] Finished checking ARMO records.
[00:13:00.717] [info] Registered for necessary events.
[00:13:00.717] [info] Installed Load3D hook.
[00:13:00.717] [info] TheNewGentleman finished initialization.
[00:13:23.001] [info] The skin [0xfe2f3818] was updated accordingly
[00:22:09.143] [info] The skin [0xfe2f3ddd] was updated accordingly
[00:22:10.949] [info] The skin [0xfe2f3dde] was updated accordingly
[00:22:26.582] [info] The skin [0xfe2f3de0] was updated accordingly
